# ----------------------------------------
# Pages and screens: Page path and screen class
# Account: Genera Industrial
# Property: Genera Industrial GA4 - Dardock
# ----------------------------------------
# 
# All Users
# Start date: 20260101
# End date: 20260501
Page path and screen class,Views,Active users,Views per active user,Average engagement time per active user,Event count,Key events,Total revenue
/products/racor-rapido-tapon-racor,2,2,1,1.5,11,9,0
/products/racor-rapido-te-macho-lateral-1,2,2,1,36,7,5,0
/products/racor-rapido-te-macho-lateral-2,2,1,2,31,7,4,0
/products/racor-rapido-te-union-2,2,2,1,18.5,8,4,0
/products/racor-rapido-valvula-reguladora-de-paso-recto-1,2,2,1,13.5,10,7,0
/products/racor-rapido-valvula-reguladora-paso-angular,2,2,1,10,7,5,0
/products/regulador-para-puesto-de-cosnumo-de-acetileno-serie-sls20ad-de-0-a-2-5-bar-brcr,2,1,2,14,6,4,0
/products/regulador-para-puesto-de-cosnumo-de-baja-serie-sls20-de-0-3-bar-brcr,2,2,1,3.5,9,4,0
/products/salida-enchufe-rapido-conexion-ohmeda-diamond-usa,2,2,1,7.5,7,4,0
/products/sensor-de-flujo-termico-omniplus-f,2,1,2,366,9,5,0
/products/serie-amc2200,2,2,1,21,6,4,0
/products/serie-amf500,2,2,1,3,5,3,0
/products/serie-apt9000l,2,1,2,13,7,4,0
/products/serie-arh950,2,2,1,53.5,9,6,0
/products/serie-arl5200,2,1,2,24,12,4,0
/products/serie-ast420,2,2,1,17.5,6,3,0
/products/serie-avf250,2,1,2,26,8,3,0
/products/serie-avf250s,2,2,1,9,11,5,0
/products/serie-com-1-manifold-croosver,2,2,1,44,7,5,0
/products/serie-cpr-5-regulador-compacto,2,2,1,23.5,8,4,0
/products/serie-f-4,2,1,2,15,7,5,0
/products/serie-hpr-2-calefaccionado-por-vapor,2,2,1,0,8,6,0
/products/serie-mv-1-vaporizado-miniatura,2,2,1,20,8,4,0
/products/sistema-de-compresores-para-aplicaciones-dentales-libres-de-aceite,2,1,2,45,8,6,0
/products/sonda-radiometrica-para-irradiancia-uva-serie-lpuva03,2,1,2,14,6,4,0
/products/trampa-tierra-liquida-generico,2,1,2,4,8,6,0
/products/transmisor-de-particulas-pmsense,2,1,2,52,7,4,0
/products/transmisores-barometricos-de-precision-serie-hd9408-3b,2,2,1,29.5,8,6,0
/products/tubing-de-nylon-12-fraccional-natural,2,2,1,13.5,10,7,0
/products/tubing-de-nylon-12-milimetrico-negro,2,2,1,18,10,7,0
/products/tubing-de-polietileno-fraccional-negro-1,2,1,2,19,6,3,0
/products/tubing-de-poliuretano-milimetrico-azul,2,2,1,12,6,4,0
/products/vacuometro-serie-inox-bronce-con-dn-63mm-2-1-2-inferior,2,2,1,0.5,5,3,0
/1,1,1,1,3,2,2,0
/brochures/pdf/212,1,0,0,0,2,2,0
/brochures/pdf/290,1,1,1,18,5,4,0
/brochures/pdf/309,1,1,1,0,1,1,0
/brochures/pdf/41,1,1,1,6,2,2,0
/brochures/pdf/81,1,1,1,0,3,3,0
/cart,1,1,1,5,2,2,0
/checkouts/cn/hWNB0gzI2nijzrzI9DYRjU38/en-cl,1,1,1,0,2,1,0
/checkouts/cn/hWNBFFoAnhExIcOcK0OCrfgQ/en-cl,1,1,1,0,3,1,0
/checkouts/cn/hWNBG09waWk3o77eBbgYJ5KE/en-cl,1,1,1,16,5,2,0
/checkouts/cn/hWNBGvRkYPDnJQYDXm3xcEg0/en-cl,1,1,1,10,3,2,0
/checkouts/cn/hWNBHbWgZ31SbV2S1cGiy60A/en-cl,1,1,1,9,3,2,0
/checkouts/cn/hWNBHcNyG8GTawAC6ATVTFFy/en-cl,1,1,1,3,3,2,0
/checkouts/cn/hWNBN8mnfIQVZrRAlaOfXdI3/en-cl,1,1,1,26,3,2,0
/checkouts/cn/hWNBbxVZ2WGToISM0tBUAvLP/en-cl,1,1,1,19,5,1,0
/chttps://www.generaindustrial.cl/collections/neumatica-racores-plasticosollections/neumatica-racores-plasticos,1,1,1,0,4,3,0
