# ----------------------------------------
# Página de destino: Página de destino
# Account: Cuenta de Google Ads
# Property: www.cosasnuestras.cl - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20260101
# End date: 20260501
Landing page,Average engagement time per active user,Bounce rate,Sessions,Event count,Add to carts,Checkouts,Ecommerce purchases,Session key event rate,Total revenue
/products/set-termo-de-acero-negro-con-mate-sabio-copia,45.211409395973156,0.9941860465116279,344,2243,28,26,2,0.08139534883720931,39979.999858
/collections/termos,36.19385342789598,0.9827586206896551,464,2168,27,11,2,0.032327586206896554,45980.00002
/products/bolso-matero-bordo-premium-mate-de-regalo-bombilla-y-cepillo-de-regalo,59.57142857142857,0.9928057553956835,278,2055,25,12,0,0.0683453237410072,0
/products/mate-sabio-bocha,77.93467336683418,0.9951923076923077,208,1946,26,12,2,0.08173076923076923,67998.9996
/products/caja-mayorista-x12-mate-sabio,53.26373626373626,0.9966666666666667,300,1914,12,6,2,0.02666666666666667,110960.000402
/products/bolso-matero-gris-oscuro-premium-mate-de-regalo-bombilla-y-cepillo-de-regalo,69.16666666666667,0.9774774774774775,222,1813,26,18,0,0.1036036036036036,0
/products/bizcohos-dulces-don-satur-200grs,58.41860465116279,0.9956709956709957,231,1798,90,23,3,0.12554112554112554,68128.000772
/products/kit-portatermo-doble-termomate-y-bombilla,36.76573426573427,0.9967637540453075,309,1694,11,6,2,0.03559870550161812,74177.999971
/products/juego-de-mate-de-acero-inoxidable-kit-de-3-piezas-cosas-nuestras-simil-madera,41.71653543307087,0.996309963099631,271,1636,26,6,1,0.06273062730627306,8440.000261
/products/bizcochos-salados-don-satur-200grs,57.07608695652174,0.9948453608247423,194,1635,75,19,4,0.13917525773195877,99773.001184
/products/bolso-matero-cafe-mate-de-regalo-bombilla-y-cepillo-de-regalo-copia,69.32105263157895,1,217,1628,21,18,4,0.10138248847926268,127950.000032
/products/yerba-mate-canarias-500gr,29.027397260273972,0.9969512195121951,328,1555,21,8,2,0.051829268292682924,46256.000462
/products/yerba-mate-canarias-edicion-especial-500grs,22.650793650793652,0.9963768115942029,276,1267,20,4,1,0.03260869565217391,15398.000105
/products/set-matero-acero-inox-con-mate-y-bombilla-naranja-cobre,47.05294117647059,0.9840425531914894,188,1259,28,6,1,0.11170212765957446,19989.999992
/products/set-cosasnuestras-mate-acero-termo-bombilla-y-cepillo-copy,32.90869565217391,0.9958677685950413,242,1217,8,3,1,0.01652892561983471,34969.999812
/products/termo-mate-system-negro-1-2-l-acero-inoxidable-copia,59.207142857142856,1,155,1208,22,12,1,0.07096774193548387,19989.999854
/products/set-matero-acero-inox-con-mate-y-bombilla-blanco,52.20289855072464,1,161,1141,23,17,3,0.08695652173913043,101929.999599
/products/mochila-matera-gris,78.85123966942149,1,130,1056,4,2,1,0.023076923076923078,29990.00019
/products/mate-vidrio-copa-eco-cuero,107.8688524590164,1,63,968,13,6,1,0.07936507936507936,8990.000042
/blogs/mate-con-amigos/cada-cuanto-cambiar-la-yerba-del-mate,51.46511627906977,0.9896265560165975,482,961,0,0,0,0,0
/products/portatermo-tela-oxford-doble-compartimiento-negro,48.0514705882353,1,149,943,6,6,1,0.03355704697986577,31869.999795
/cart,46.57575757575758,0.9431818181818182,176,936,51,31,10,0.2784090909090909,278333.999657
/products/bolso-matero-negro-marron,61.470588235294116,0.9708029197080292,137,889,18,12,4,0.08759124087591241,116420.999504
/products/yerba-mate-kraus-organica-500gr,43.079470198675494,0.9936708860759493,158,873,22,11,3,0.12025316455696203,77880.000249
/products/mate-sabio-calabaza-2,47.714285714285715,0.9920634920634921,126,870,18,14,5,0.1111111111111111,282916.000383
/products/termo-mate-todo-en-uno-1-3-l-negro,28.01058201058201,0.9950738916256158,203,864,5,3,0,0.034482758620689655,0
/products/yerba-mate-cbse-guarana-500grs,25.106508875739646,1,183,851,13,5,1,0.04371584699453552,7980.000164
/products/mate-sabio-traslucido-cosas-nuestras,46.008849557522126,1,137,837,1,0,0,0.0072992700729927005,0
/products/bolso-matero-negro-cafe-claro,42.25,0.9848484848484849,132,832,10,5,0,0.045454545454545456,0
/products/kit-mate-camionero-verde-con-bombilla,58.670731707317074,0.9879518072289156,83,824,3,1,0,0.03614457831325301,0
/products/set-matero-todo-en-uno-mate-bocha,39.23134328358209,0.9929577464788732,142,808,10,5,3,0.056338028169014086,60959.999957
/products/yerba-mate-la-merced-de-campo-500gr,26.347058823529412,0.9894736842105263,190,801,3,1,1,0.015789473684210527,13979.999602
/collections/guia-de-regalos-de-cosas-nuestras-hasta-9990,94.6376811594203,0.8904109589041096,73,784,27,6,1,0.1095890410958904,24420.000012
/collections/el-kiosco,26.333333333333332,0.97,200,757,49,4,3,0.05,209271.000763
/collections/all,67.69014084507042,1,76,725,20,2,0,0.07894736842105263,0
/products/kit-triple-don-satur-y-chocolinas-de-regalo,53.76,0.990990990990991,111,722,48,1,0,0.09009009009009009,0
/products/yerba-mate-cachamate-compuesta-premium-500grs,23.923976608187136,1,187,720,6,2,1,0.0213903743315508,11969.999688
/products/dulce-batata-vainilla-x12,52.23863636363637,1,98,703,20,4,0,0.07142857142857142,0
/account/login,93.98113207547169,0.9642857142857143,56,693,22,12,5,0.10714285714285714,186628.999413
/blogs/sin-categoria/mate-o-cafe-que-es-mejor,70.46017699115045,1,360,667,0,0,0,0,0
/search,51.4078947368421,0.9186046511627907,86,663,8,5,1,0.05813953488372093,20178.999667
/products/set-matero-verde-musgo-copia,48.50632911392405,1,91,660,7,4,0,0.07692307692307693,0
/products/mate-sabio-calabaza-2x1,86.33333333333333,0.9864864864864865,74,654,10,2,1,0.08108108108108109,14540.000355
/products/bizcochos-negritos-don-satur-200grs,54.9375,1,86,653,29,7,1,0.09302325581395349,25027.000346
/pages/productos,2.891008174386921,1,367,646,0,0,0,0,0
/collections/salud-bienestar-tu-mate-te-cuida,1.6275862068965516,1,391,642,2,0,0,0.0025575447570332483,0
/products/yerba-mate-cbse-frutos-del-bosque-500grs,14.401234567901234,0.9940828402366864,169,642,3,1,1,0.011834319526627219,7979.999786
